carpark_number,update_datetime,total_lots,lot_type,lots_available
A20,2022-07-02T02:58:24,83,C,5
A65,2022-07-02T02:55:12,97,C,45
A60,2022-07-02T02:58:21,517,C,206
A50,2022-07-02T02:58:45,206,C,15
HG22,2022-07-02T02:58:33,116,C,2
CK25,2022-07-02T02:57:45,183,C,49
CK24,2022-07-02T02:57:39,36,C,0
STAM,2022-07-02T02:51:03,274,C,90
AM79,2022-07-02T02:56:28,472,C,223
A34,2022-07-02T02:58:33,220,C,87
AM96,2022-07-02T02:58:58,525,C,246
A85,2022-07-02T02:58:18,89,C,89
A72,2022-07-02T02:57:44,358,C,127
A67,2022-07-02T02:57:46,717,C,259
JMSU,2018-11-30T11:23:35,1052,C,0
JMSC,2018-11-30T11:26:13,644,C,443
BMVM,2022-07-02T02:59:59,361,C,267
HE3,2022-07-02T02:49:17,148,C,0
TB2,2022-07-02T02:45:12,51,C,0
JKM,2022-07-02T02:49:00,360,C,284
JKS,2022-07-02T02:49:00,42,C,0
SPM,2022-07-02T02:46:57,719,C,525
FR2C,2022-07-02T02:47:15,256,C,148
GM1A,2022-07-02T02:44:24,414,C,245
AR5M,2022-07-02T02:49:20,419,C,221
AR9,2022-07-02T02:44:18,64,C,2
C5,2022-07-02T02:48:37,420,C,239
C9,2022-07-02T02:46:54,316,C,229
U46,2022-07-02T02:58:03,241,C,99
U15,2022-07-02T02:57:50,419,C,107
U3,2022-07-02T02:50:00,159,C,57
U32,2022-07-02T02:57:39,128,C,40
B75,2022-07-02T02:58:33,329,C,233
U38,2022-07-02T02:54:29,115,C,0
U10,2022-07-02T02:56:14,214,C,27
C8,2022-07-02T02:58:39,347,C,170
J60M,2022-07-02T02:57:59,543,C,495
J38,2022-07-02T02:57:55,27,C,9
UBKM,2022-07-02T02:58:19,343,C,186
UBK2,2022-07-02T02:58:19,287,C,62
UBK5,2022-07-02T02:58:29,143,C,54
HE8,2016-02-15T15:12:52,76,C,45
U17,2022-07-02T02:57:49,427,C,102
U4,2022-07-02T02:57:57,259,C,41
U1,2022-07-02T02:57:38,516,C,149
TGML,2022-07-02T02:59:04,4,C,1
BRBL,2022-07-02T02:57:49,12,C,8
BL18,2022-07-02T02:57:47,401,C,250
BRB1,2022-07-02T02:57:49,168,C,143
J61,2022-07-02T02:57:35,779,C,140
J73,2022-07-02T02:57:53,713,C,214
J74,2022-07-02T02:57:45,367,C,52
U39,2022-07-02T02:57:49,248,C,232
U40,2022-07-02T02:57:44,288,C,251
U41,2022-07-02T02:57:42,28,C,23
C3M,2022-07-02T02:46:57,882,C,228
C4M,2022-07-02T02:49:28,392,C,149
J70,2022-07-02T02:57:35,147,C,8
J75M,2022-07-02T02:57:56,326,C,110
JM15,2022-07-02T02:57:36,474,C,304
JM18,2022-07-02T02:57:57,559,C,289
C24,2022-07-02T02:47:11,450,C,23
C27,2022-07-02T02:45:08,16,C,3
KTM5,2022-07-02T02:48:55,512,C,208
KTM6,2019-08-01T08:03:57,252,C,248
BP2,2022-07-02T02:58:57,466,C,106
BBM3,2022-07-02T02:58:02,1214,C,469
BBM5,2022-07-02T02:57:45,951,C,348
U33,2022-07-02T02:57:52,290,C,77
U34,2022-07-02T02:57:45,303,C,53
J84M,2022-07-02T02:57:40,285,C,111
J85M,2022-07-02T02:57:58,269,C,81
Q84,2022-07-02T02:49:10,207,C,52
Q87,2022-07-02T02:49:10,430,C,272
Q89,2022-07-02T02:49:11,435,C,295
BM5,2022-07-02T02:46:51,46,C,5
TB1,2022-07-02T02:49:16,58,C,3
TB3,2022-07-02T02:49:08,154,C,7
TB9,2022-07-02T02:49:22,77,C,0
TBC3,2022-07-02T02:49:16,106,C,68
C26,2022-07-02T02:49:18,35,C,27
C25,2022-07-02T02:49:17,154,C,34
C22M,2022-07-02T02:45:08,188,C,137
JM7,2022-07-02T02:57:54,1165,C,709
JM30,2022-07-02T02:57:58,754,C,422
J72,2022-07-02T02:57:46,220,C,3
J69,2022-07-02T02:59:12,222,C,35
JM23,2019-12-01T08:16:38,793,C,227
JM19,2022-07-02T02:57:37,1176,C,447
U43,2022-07-02T02:56:26,270,C,89
U43Z,2019-07-03T03:59:43,1000,C,85
W21,2022-07-02T02:58:21,486,C,53
W24,2022-07-02T02:58:27,557,C,56
M25,2022-07-02T02:57:18,424,C,132
M3,2022-07-02T02:57:42,126,C,0
M4,2022-07-02T02:57:27,470,C,149
MM1,2022-07-02T02:57:42,176,C,73
MM2,2022-07-02T02:57:18,563,C,369
MM4,2022-07-02T02:57:42,288,C,160
UA2,2022-07-02T02:57:59,73,C,5
UA3,2022-07-02T02:57:20,245,C,32
UA5,2022-07-02T02:57:53,337,C,75
UAM1,2022-07-02T02:57:59,466,C,292
JM31,2022-07-02T02:57:36,188,C,105
BBM9,2022-07-02T02:57:39,1200,C,388
C21M,2022-07-02T02:44:50,383,C,221
U13,2022-07-02T02:57:46,661,C,149
C13M,2022-07-02T02:51:03,280,C,205
C12,2022-07-02T02:51:03,323,C,190
C14M,2022-07-02T02:46:59,212,C,115
C10,2022-07-02T02:49:21,767,C,287
BL10,2022-07-02T02:57:54,239,C,74
BL19,2022-07-02T02:58:00,369,C,165
BL3,2022-07-02T02:57:47,196,C,183
J50,2022-07-02T02:57:55,427,C,45
J60L,2022-07-02T02:58:02,10,C,10
J62,2022-07-02T02:57:54,376,C,0
J62M,2022-07-02T02:57:45,200,C,151
J63,2022-07-02T02:57:51,150,C,0
J65,2022-07-02T02:58:03,1083,C,312
J71,2022-07-02T02:57:56,450,C,0
J76M,2022-07-02T02:57:44,415,C,201
J77M,2022-07-02T02:57:34,350,C,182
J78M,2022-07-02T02:57:36,458,C,76
J79M,2022-07-02T02:57:38,337,C,129
J80M,2022-07-02T02:57:54,441,C,133
J81M,2022-07-02T02:58:00,466,C,104
J82M,2022-07-02T02:59:40,535,C,185
J83M,2022-07-02T02:57:46,121,C,0
J86M,2022-07-02T02:57:44,191,C,72
J88M,2022-07-02T02:57:38,603,C,338
J89M,2022-07-02T02:57:44,591,C,360
J98M,2022-07-02T02:57:35,489,C,294
J99M,2022-07-02T02:57:43,502,C,318
JM10,2022-07-02T02:57:42,367,C,170
JM13,2022-07-02T02:57:39,1061,C,607
JM22,2022-07-02T02:57:41,538,C,270
JM25,2022-07-02T02:57:57,505,C,280
JM28,2022-07-02T02:58:00,1302,C,828
JM29,2021-03-08T07:44:02,641,C,387
TBM3,2022-07-02T02:51:00,385,C,308
TBM4,2022-07-02T02:50:56,503,C,305
BJ49,2022-07-02T02:57:49,4443,C,3611
Y11,2022-07-02T02:59:58,678,C,220
Y8,2022-07-02T02:59:47,697,C,294
Y13,2022-07-02T03:00:06,262,C,55
Y3,2022-07-02T02:59:49,403,C,71
Y3M,2022-07-02T02:59:54,206,C,51
Y39,2022-07-02T02:59:43,225,C,50
MPS,2021-02-05T09:25:47,31,C,10
Y48,2022-07-02T02:58:27,485,C,83
Y48M,2022-07-02T02:58:27,257,C,156
Y15,2022-07-02T02:59:44,335,C,106
Y4,2022-07-02T02:59:51,807,C,224
Y27,2022-07-02T02:59:55,286,C,79
Y49,2022-07-02T02:58:27,566,C,90
Y21M,2022-07-02T02:59:50,367,C,157
Y28,2022-07-02T03:00:08,297,C,92
Y28M,2022-07-02T02:59:41,375,C,236
Y33,2022-07-02T02:59:46,101,C,18
Y49M,2022-07-02T02:58:27,267,C,183
Y49L,2022-07-02T02:58:27,27,C,3
Y49HV,2016-02-15T21:52:35,3,C,28
Y7,2022-07-02T03:00:08,667,C,11
Y57,2022-07-02T02:58:22,18,C,0
Y21,2022-07-02T02:59:50,77,C,29
SB19,2022-07-02T02:59:41,789,C,388
SB24,2021-03-16T09:49:04,387,C,202
S19L,2021-03-16T09:49:04,4,C,3
S24L,2021-03-16T09:49:04,2,C,0
SB2,2022-07-02T02:59:59,383,C,217
SB16,2022-07-02T02:59:47,714,C,452
SB26,2022-07-02T02:59:52,1401,C,796
SB27,2021-06-30T09:29:09,395,C,283
SB28,2021-06-30T09:29:09,498,C,341
SB28L,2016-02-25T22:52:35,8,C,8
SB3,2022-07-02T02:59:59,359,C,158
SB15,2022-07-02T02:59:59,1549,C,1008
S15L,2020-04-01T09:24:04,15,C,12
SB4,2022-07-02T02:59:58,272,C,150
SB5,2022-07-02T02:59:48,395,C,182
SB18,2020-04-01T09:20:04,644,C,401
SB21,2022-07-02T03:00:06,1454,C,790
SB29,2022-07-02T02:59:55,628,C,377
SB30,2022-07-02T03:00:03,922,C,702
SB31,2022-07-02T02:59:52,202,C,70
SB23,2022-07-02T03:00:03,550,C,293
SB22,2022-07-02T03:00:07,715,C,408
SB34,2022-07-02T02:59:41,63,C,0
SK36,2022-07-02T03:00:04,1336,C,699
SK37,2021-05-21T08:39:13,538,C,342
SK42,2021-05-21T08:39:13,465,C,286
SK23,2022-07-02T03:00:10,674,C,388
SK10,2022-07-02T02:59:50,394,C,173
SK19,2022-07-02T02:59:45,609,C,243
SK20,2021-01-08T08:45:23,283,C,188
SK11,2022-07-02T02:59:58,362,C,145
SK45,2022-07-02T03:00:05,556,C,285
SK4,2022-07-02T03:00:06,593,C,318
SK77,2022-07-02T02:59:55,412,C,58
SK16,2022-07-02T03:00:06,429,C,210
SK63,2022-07-02T02:59:55,494,C,232
SK7,2022-07-02T02:59:57,539,C,322
MR4,2022-07-02T02:57:56,35,C,0
CR7,2022-07-02T02:58:16,183,C,60
KB4,2022-07-02T02:58:33,408,C,205
JRM,2022-07-02T02:58:32,280,C,152
SD5,2022-07-02T02:58:52,64,C,27
KB12,2022-07-02T02:59:02,181,C,76
UBK4,2022-07-02T02:57:05,53,C,5
SD2,2022-07-02T02:58:28,29,C,0
SDM2,2022-07-02T02:58:28,135,C,42
MR567,2016-02-15T21:52:35,38,C,94
SG3,2022-07-02T02:56:30,143,C,32
NBRM,2022-07-02T02:56:24,395,C,281
SG2,2022-07-02T02:56:30,103,C,35
SDM,2022-07-02T02:56:53,192,C,169
SD3,2022-07-02T02:58:30,102,C,79
W107,2022-07-02T02:59:42,50,C,0
W30,2022-07-02T02:59:48,285,C,145
W28,2022-07-02T03:00:09,27,C,11
W44,2022-07-02T03:00:05,245,C,11
W45,2022-07-02T02:59:53,324,C,60
W7,2022-07-02T02:59:52,108,C,27
W19,2022-07-02T02:57:45,322,C,61
W780,2022-07-02T02:59:55,350,C,142
W101,2022-07-02T03:00:05,486,C,301
W13,2022-07-02T02:59:53,295,C,51
W48,2022-07-02T02:59:42,291,C,92
W102,2022-07-02T03:00:09,452,C,195
W37,2022-07-02T03:00:09,50,C,0
W52,2022-07-02T03:00:09,285,C,96
W64,2022-07-02T03:00:06,352,C,134
W17,2022-07-02T02:59:51,411,C,72
W18,2022-07-02T03:00:09,563,C,135
W58,2022-07-02T02:59:48,382,C,168
W5,2022-07-02T02:59:49,355,C,135
W5M,2022-07-02T02:59:51,350,C,214
W23,2022-07-02T02:59:59,628,C,124
W40,2022-07-02T03:00:06,304,C,81
W49,2022-07-02T02:59:53,833,C,330
W50,2021-04-23T11:38:55,254,C,201
W51,2021-04-23T11:38:55,304,C,242
W36,2022-07-02T02:59:45,539,C,122
W10,2022-07-02T02:59:55,116,C,36
W6,2022-07-02T03:00:04,57,C,0
W181,2022-07-02T02:59:49,275,C,44
W14,2022-07-02T02:57:19,330,C,66
PM6,2022-07-02T02:58:01,412,C,98
PM17,2022-07-02T02:58:26,398,C,80
PM14,2022-07-02T02:58:03,428,C,138
PM29,2022-07-02T02:57:17,412,C,189
PM16,2022-07-02T02:57:22,245,C,56
PM18,2022-07-02T02:57:12,247,C,64
PM11,2022-07-02T02:58:43,227,C,70
PM7,2022-07-02T02:57:16,239,C,61
PM13,2022-07-02T02:58:03,435,C,39
PM45,2022-07-02T02:56:30,522,C,48
PM41,2022-07-02T02:57:23,359,C,40
PR1,2022-07-02T02:56:35,301,C,15
PM19,2022-07-02T02:56:35,437,C,291
P40L1,2016-02-15T21:52:35,2,C,6
P40L2,2016-02-15T21:52:35,3,C,6
PM40,2022-07-02T02:56:31,267,C,29
PM37,2020-11-02T10:04:43,293,C,134
PM36,2022-07-02T02:55:47,671,C,157
SK93,2022-07-02T02:59:53,472,C,271
SK2,2022-07-02T03:00:03,360,C,191
SK60,2022-07-02T02:59:57,865,C,474
SK15,2022-07-02T02:59:46,1358,C,759
SK17,2020-12-14T09:35:53,677,C,539
SK12,2022-07-02T02:59:51,354,C,146
W4,2022-07-02T02:59:41,75,C,33
SK22,2022-07-02T03:00:02,507,C,251
SK21,2022-07-02T02:59:52,653,C,338
SK13,2022-07-02T03:00:07,355,C,110
SK6,2022-07-02T02:59:43,473,C,323
CK52,2022-07-02T02:57:59,2064,C,1714
P1,2022-07-02T02:59:51,314,C,134
P2,2022-07-02T02:59:48,293,C,115
P3,2022-07-02T02:59:51,658,C,306
P4,2022-07-02T02:59:52,411,C,116
P5,2022-07-02T02:59:52,520,C,192
P5L,2020-04-01T02:35:29,4,C,0
P6,2022-07-02T02:59:54,547,C,243
P6L,2020-04-01T02:35:29,6,C,6
P6M,2015-10-23T13:21:14,537,C,436
PL14,2022-07-02T02:59:58,741,C,417
PL15,2022-07-02T02:59:46,277,C,87
PL25,2022-07-02T03:00:07,283,C,88
PL29,2022-07-02T02:59:42,298,C,72
PL30,2022-07-02T02:59:43,204,C,34
PL31,2022-07-02T03:00:05,222,C,66
PL32,2022-07-02T02:59:59,203,C,67
PL33,2022-07-02T02:59:58,48,C,0
PL39,2022-07-02T03:00:01,430,C,145
PL40,2022-07-02T02:59:58,243,C,17
PL41,2022-07-02T02:59:53,458,C,139
PL42,2022-07-02T02:59:44,598,C,121
PL44,2022-07-02T02:59:54,39,C,0
PL45,2022-07-02T02:59:58,354,C,88
PL46,2022-07-02T02:59:58,428,C,71
PL48,2022-07-02T02:59:59,476,C,107
J10,2022-07-02T02:57:43,175,C,40
J11,2022-07-02T02:57:38,129,C,59
CK32,2022-07-02T02:58:03,433,C,386
BJ51,2022-07-02T02:57:58,553,C,301
BJ52,2022-07-02T02:58:01,588,C,413
SK25,2022-07-02T02:56:04,409,C,221
SK26,2022-07-02T02:55:35,432,C,271
SK32,2022-07-02T02:55:19,1069,C,552
SK33,2022-07-02T02:55:19,1069,C,552
HG11,2022-07-02T02:58:34,817,C,200
PL68,2022-07-02T02:57:36,366,C,157
PL69,2022-07-02T02:57:41,699,C,276
MLM,2022-07-02T02:58:01,507,C,0
CR2,2022-07-02T02:56:31,32,C,8
CR3,2022-07-02T02:56:40,29,C,3
W57,2022-07-02T02:56:59,483,C,167
BE36,2022-07-02T02:58:56,82,C,49
BE37,2022-07-02T02:58:56,402,C,252
BE38,2022-07-02T02:58:56,31,C,18
BE42,2022-07-02T02:58:53,852,C,391
BE7,2022-07-02T02:56:12,119,C,0
SE13,2022-07-02T02:58:04,421,C,136
SE16,2022-07-02T02:58:50,674,C,207
SM1,2022-07-02T02:58:32,89,C,27
SM3,2022-07-02T02:58:02,149,C,80
JB3,2022-07-02T02:52:03,33,C,0
JB4,2022-07-02T02:48:40,147,C,88
K2,2022-07-02T02:45:05,95,C,11
K2T,2022-07-02T02:45:05,73,C,3
KM2,2022-07-02T02:50:55,132,C,106
KM3,2022-07-02T02:45:06,535,C,370
TRS,2021-04-06T10:02:46,269,C,262
ACM,2022-07-02T02:47:12,290,C,203
GE1A,2022-07-02T02:47:12,792,C,439
GE1F,2022-07-02T02:47:13,50,C,19
GE1G,2022-07-02T02:47:12,45,C,1
GE2,2022-07-02T02:47:11,194,C,109
GE3,2022-07-02T02:51:02,355,C,189
GE5,2022-07-02T02:45:04,247,C,75
JB1,2022-07-02T02:46:30,70,C,11
JB2,2022-07-02T02:46:30,55,C,0
K7,2022-07-02T02:58:47,159,C,155
KM4,2022-07-02T02:58:48,429,C,225
LT1,2022-07-02T02:47:12,260,C,128
LT2,2022-07-02T02:47:12,74,C,0
LT3,2022-07-02T02:47:12,244,C,24
M1,2022-07-02T02:51:01,312,C,226
M32,2022-07-02T02:51:02,352,C,139
MP1,2022-07-02T02:51:05,159,C,53
MP17,2022-07-02T02:46:40,87,C,23
MP2,2022-07-02T02:51:05,616,C,489
MP5,2022-07-02T02:48:40,162,C,107
MP5M,2022-07-02T02:51:23,159,C,98
MP5S,2022-07-02T02:44:23,33,C,2
MP6,2022-07-02T02:51:40,76,C,28
MP7,2022-07-02T02:47:11,212,C,6
SK9,2022-07-02T02:57:43,454,C,238
SK14,2022-07-02T02:57:43,445,C,222
BE10,2022-07-02T02:57:59,625,C,218
BE11,2022-07-02T02:57:59,352,C,167
BE13,2022-07-02T02:57:31,220,C,112
BE14,2022-07-02T02:56:12,332,C,176
BE26,2022-07-02T02:58:18,65,C,0
BE27,2022-07-02T02:58:20,344,C,153
BE28,2022-07-02T02:58:20,304,C,0
BE29,2022-07-02T02:57:08,48,C,0
BE30,2022-07-02T02:57:08,345,C,183
BE31,2022-07-02T02:57:09,300,C,222
BE32,2022-07-02T02:57:09,200,C,48
BE4,2022-07-02T02:58:53,770,C,288
BE5,2022-07-02T02:57:25,647,C,192
BE6,2022-07-02T02:57:31,170,C,100
BE9,2022-07-02T02:56:12,711,C,182
CLM,2022-07-02T02:44:56,245,C,105
BM14,2022-07-02T02:46:51,94,C,28
BM19,2022-07-02T02:45:10,36,C,8
BM20,2022-07-02T02:45:11,60,C,40
BM4,2022-07-02T02:58:50,150,C,6
BM6,2022-07-02T02:46:57,30,C,3
BVM2,2022-07-02T02:51:08,504,C,342
CM1,2022-07-02T02:47:15,962,C,680
DUX,2016-04-20T13:28:38,1000,C,571
H12,2022-07-02T02:51:02,356,C,172
H14,2022-07-02T02:45:08,220,C,156
H3,2022-07-02T02:50:59,148,C,126
H8,2022-07-02T02:45:06,82,C,51
HCM,2022-07-02T02:46:58,386,C,355
HE1,2022-07-02T02:46:59,21,C,14
HE19,2022-07-02T02:51:04,93,C,58
HE24,2022-07-02T02:49:17,26,C,0
HE4,2022-07-02T02:51:08,124,C,40
JMB1,2022-07-02T02:58:43,492,C,347
JRTM,2022-07-02T02:46:52,433,C,304
KTM,2022-07-02T02:51:22,247,C,84
KTM2,2022-07-02T02:49:22,429,C,290
KTM3,2022-07-02T02:48:55,465,C,355
KTM4,2022-07-02T02:47:14,380,C,201
LBM,2022-07-02T02:51:03,169,C,76
PGS,2016-04-25T09:48:25,100,C,100
PP9T,2022-07-02T02:55:02,131,C,85
RH3,2016-02-16T11:37:54,35,C,0
RHM2,2022-07-02T02:47:15,222,C,119
RHM3,2022-07-02T02:44:13,646,C,531
RHM4,2022-07-02T02:47:14,282,C,149
RHS,2022-07-02T02:44:13,12,C,0
HG30,2022-07-02T02:58:30,900,C,708
HG31,2022-07-02T02:56:17,85,C,9
HG32,2022-07-02T02:58:46,270,C,22
HG39,2022-07-02T02:55:24,204,C,175
HG47,2022-07-02T02:58:36,332,C,316
HG48,2022-07-02T02:58:29,837,C,218
HG49,2022-07-02T02:58:41,776,C,46
HG50,2022-07-02T02:58:31,490,C,57
HG51,2022-07-02T02:58:29,204,C,0
HG52,2022-07-02T02:57:53,192,C,10
HG54,2022-07-02T02:55:37,240,C,110
HG55,2022-07-02T02:57:48,87,C,87
HG60,2022-07-02T02:58:29,371,C,196
HG61,2022-07-02T02:57:53,311,C,130
HG62,2022-07-02T02:57:53,345,C,235
HG67,2022-07-02T02:58:30,1100,C,544
HG68,2022-07-02T02:58:16,248,C,107
HG69,2022-07-02T02:58:16,187,C,41
HG7,2022-07-02T02:58:11,757,C,224
HG70,2022-07-02T02:57:42,348,C,115
HG76,2022-07-02T02:58:13,270,C,100
HG77,2022-07-02T02:58:17,423,C,228
HG78,2022-07-02T02:58:32,490,C,227
HG79,2022-07-02T02:58:36,401,C,41
HG89,2022-07-02T02:58:41,387,C,284
HG94,2022-07-02T02:58:13,896,C,507
HG95,2022-07-02T02:54:49,168,C,142
HG96,2022-07-02T02:54:49,39,C,18
HG97,2022-07-02T02:58:23,43,C,43
HG99,2022-07-02T02:58:50,162,C,11
J12,2022-07-02T02:58:03,243,C,111
J14,2022-07-02T02:57:41,192,C,29
J15,2022-07-02T02:57:42,205,C,31
J16,2022-07-02T02:58:03,212,C,68
J18,2022-07-02T02:58:01,171,C,71
J22,2022-07-02T02:57:57,231,C,54
J23,2022-07-02T02:58:03,299,C,83
J23M,2022-07-02T02:57:38,249,C,79
J8,2022-07-02T02:57:40,377,C,100
J9,2022-07-02T02:58:03,189,C,44
J90,2022-07-02T02:58:02,1294,C,702
J91,2022-07-02T02:57:35,587,C,330
J92,2022-07-02T02:57:41,447,C,249
J93,2022-07-02T02:57:54,483,C,226
J94,2022-07-02T02:57:45,421,C,221
J95,2022-07-02T02:57:55,467,C,194
J96,2021-07-06T10:47:32,444,C,288
J97,2021-07-06T10:47:54,411,C,324
BBM2,2022-07-02T02:56:37,285,C,134
U12,2022-07-02T02:57:33,773,C,158
CK56,2022-07-02T02:58:13,1561,C,1312
CK57,2022-07-02T02:58:04,1088,C,806
U51,2022-07-02T02:58:26,350,C,305
ALL,2016-02-10T20:02:17,548,C,548
B59,2022-07-02T02:59:28,386,C,125
B60,2022-07-02T02:59:28,272,C,79
B97,2022-07-02T02:59:16,553,C,221
CC12,2022-07-02T02:59:52,131,C,46
SK39,2022-07-02T02:59:46,517,C,237
SK81,2022-07-02T02:59:57,200,C,8
P40L,2022-07-02T02:56:31,6,C,0
PM10,2022-07-02T02:55:05,355,C,44
PM25,2022-07-02T02:58:44,508,C,156
PR7,2022-07-02T02:58:00,225,C,40
MR5,2022-07-02T02:58:39,105,C,0
MR6,2020-11-02T09:56:59,105,C,45
MR7,2020-11-02T09:56:59,105,C,45
SG1,2022-07-02T02:58:44,294,C,97
SGLM,2022-07-02T02:58:44,230,C,103
W4M,2022-07-02T02:59:49,355,C,205
W59,2022-07-02T02:59:50,434,C,127
W554,2022-07-02T02:56:23,376,C,187
W549,2022-07-02T02:56:23,429,C,199
W81,2022-07-02T02:57:37,350,C,168
SK28,2022-07-02T02:56:36,460,C,244
W586,2022-07-02T02:56:26,360,C,216
W588,2022-07-02T02:56:26,358,C,162
BL19S,2016-02-05T14:34:00,371,C,363
J80MS,2015-08-19T12:21:16,360,C,352
J80S,2015-08-19T12:37:42,360,C,353
J84S,2015-08-19T12:38:20,10,C,0
J86S,2015-08-19T12:33:46,200,C,196
JM13S,2016-02-05T15:00:32,967,C,789
SK29,2022-07-02T02:56:28,526,C,342
W26,2022-07-02T02:59:44,20,C,18
W27,2022-07-02T02:59:59,4,C,4
PM8,2022-07-02T02:58:32,330,C,179
PR8,2022-07-02T02:58:32,158,C,2
SK69,2022-07-02T03:00:03,264,C,120
AH1,2022-07-02T02:58:25,278,C,102
BR14,2022-07-02T02:58:58,78,C,23
RC1,2022-07-02T02:57:45,164,C,60
TP12,2022-07-02T02:57:04,82,C,31
TP15,2022-07-02T02:57:29,85,C,0
TP20,2022-07-02T02:58:26,90,C,9
TP22,2022-07-02T02:58:26,183,C,91
TP3,2022-07-02T02:58:36,215,C,166
TP30,2022-07-02T02:56:31,31,C,6
TP34,2022-07-02T02:58:50,187,C,10
TP3A,2022-07-02T02:49:09,200,C,43
TP40,2022-07-02T02:57:06,360,C,47
TP41,2022-07-02T02:58:33,134,C,0
TP43,2022-07-02T02:57:43,114,C,46
TP48,2022-07-02T02:58:14,20,C,0
TP52,2022-07-02T02:58:42,456,C,272
TP53,2022-07-02T02:58:41,323,C,89
TP54,2022-07-02T02:58:41,256,C,100
TP60,2022-07-02T02:57:26,275,C,53
TP62,2022-07-02T02:55:52,162,C,60
TP63,2022-07-02T02:55:52,114,C,28
TP67,2022-07-02T02:57:06,183,C,0
TP7,2022-07-02T02:55:55,187,C,74
TP8,2022-07-02T02:55:55,189,C,80
TPB1,2022-07-02T02:57:43,200,C,99
TPM2,2022-07-02T02:56:04,211,C,39
TPM3,2022-07-02T02:58:26,370,C,201
TPM7,2022-07-02T02:56:31,200,C,11
TPM8,2022-07-02T02:58:14,800,C,338
TPM9,2020-09-08T15:53:52,852,C,840
TPMA,2022-07-02T02:58:42,505,C,239
TPMB,2022-07-02T02:57:37,601,C,398
TPMC,2022-07-02T02:58:37,633,C,472
TPMD,2022-07-02T02:58:30,145,C,76
TPME,2022-07-02T02:56:04,172,C,137
TPMF,2022-07-02T02:56:47,458,C,214
TPMH,2022-07-02T02:57:06,246,C,129
TPMJ,2022-07-02T02:56:47,657,C,318
TPMK,2022-07-02T02:58:33,173,C,29
TPML,2022-07-02T02:58:22,266,C,62
TPMM,2022-07-02T02:58:22,259,C,36
SK24,2022-07-02T02:57:29,775,C,433
SK24,2016-02-19T11:19:28,181,Y,200
SK24,2016-02-19T11:19:29,181,H,200
HG17,2022-07-02T02:58:37,225,C,38
HG75,2022-07-02T02:58:35,823,C,570
HG86,2022-07-02T02:58:13,404,C,187
HG92,2022-07-02T02:58:37,1010,C,761
Q86,2022-07-02T02:51:03,320,C,121
Q19,2022-07-02T02:51:02,20,C,9
MLM1,2022-07-02T02:49:23,200,C,78
STM1,2022-07-02T02:45:10,148,C,50
STM2,2022-07-02T02:45:10,199,C,92
STM3,2022-07-02T02:45:10,100,C,0
Q88,2022-07-02T02:58:35,221,C,91
Q8,2022-07-02T02:56:45,149,C,47
CDM,2022-07-02T02:45:06,343,C,121
PL16,2022-07-02T02:57:46,153,C,38
PL19,2022-07-02T02:57:47,291,C,12
PL24,2022-07-02T02:57:46,749,C,503
PL38,2022-07-02T02:57:51,399,C,177
PL50,2022-07-02T02:58:12,192,C,62
PL51,2022-07-02T02:58:12,321,C,99
CK2,2022-07-02T02:58:12,464,C,146
A28,2022-07-02T02:58:14,84,C,0
A31,2022-07-02T02:58:25,310,C,44
A44,2022-07-02T02:58:25,157,C,40
A27,2022-07-02T02:58:26,251,C,74
A75,2022-07-02T02:58:20,354,C,138
SE41,2022-07-02T02:58:16,762,C,527
A2,2022-07-02T02:58:22,188,C,86
A94,2022-07-02T02:58:24,234,C,109
HG1D,2022-07-02T02:58:15,175,C,84
CK54,2022-07-02T02:58:00,1854,C,1537
HE17,2022-07-02T02:58:37,120,C,61
SPS,2022-07-02T02:50:56,98,C,78
TB10,2022-07-02T02:45:06,213,C,145
TB11,2022-07-02T02:52:56,154,C,118
TB22,2022-07-02T02:45:09,20,C,0
TB23,2022-07-02T02:47:17,50,C,43
TB28,2022-07-02T02:51:00,18,C,1
TB4A,2019-11-01T07:59:49,46,C,40
TB6,2022-07-02T02:49:22,133,C,64
TB7,2022-07-02T02:49:22,194,C,126
TB8,2022-07-02T02:46:58,85,C,64
TBCM,2022-07-02T02:44:27,593,C,340
TE1,2022-07-02T02:51:03,90,C,0
YHS,2022-07-02T02:49:00,64,C,26
JM5,2022-07-02T02:57:44,1399,C,745
JM6,2020-11-10T08:26:24,702,C,480
JM7M,2015-08-19T11:39:45,691,C,681
JM8,2019-11-07T00:45:46,478,C,364
JM8M,2015-08-19T11:39:45,481,C,480
JM9,2022-07-02T02:57:56,345,C,159
JSR1,2021-03-08T05:46:42,1194,C,1032
TJ27,2022-07-02T02:58:03,223,C,54
TJ28M,2016-02-04T18:35:55,555,C,485
TJ29,2022-07-02T02:58:02,306,C,286
TJ30,2022-07-02T02:57:58,745,C,303
TJ30S,2016-02-05T15:39:25,288,C,272
TJ32,2022-07-02T02:57:54,543,C,130
TJ33,2022-07-02T02:59:11,441,C,176
TJ33S,2015-12-24T18:04:02,440,C,439
TJ36,2022-07-02T02:59:11,305,C,125
TP4A,2020-03-31T20:07:31,296,C,154
CV1,2022-07-02T02:56:28,307,C,271
CV3,2022-07-02T02:56:23,86,C,63
PM32,2022-07-02T02:58:12,453,C,144
PM33,2022-07-02T02:58:12,448,C,108
PM34,2022-07-02T02:58:12,441,C,146
